,identificador,ssoo,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,0,1,Predict,Y
679,293928u,1,10.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,17,157,63,211.235294118,0.0,0.0,10.0,201.235294118,1.0,0.0,0,0
680,293931u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,57,478,198,136.947368421,0.0,0.0,3.0,133.947368421,1.0,0.0,0,0
681,29393u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,30,9,327.5,0.0,0.0,2.0,325.5,1.0,0.0,0,0
682,293950u,0,84.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,25,356,107,404.16,0.0,0.0,84.0,320.16,1.0,0.0,0,0
683,293962u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,50,435,199,175.98,0.0,0.0,15.0,160.98,1.0,0.0,0,0
684,293980u,1,10.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,60,461,164,189.533333333,0.0,0.0,10.5,179.033333333,1.0,0.0,0,0
685,293982u,1,8.5,8,2,9.0,5.0,2.0,0.0,0.0,0.0,28,274,114,128.607142857,0.0,0.0,17.5,111.107142857,1.0,0.0,0,0
686,293988u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,57,766,292,233.298245614,0.0,0.0,9.0,224.298245614,1.0,0.0,0,0
687,294001u,0,3.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,32,358,138,341.1875,0.0,0.0,3.5,337.6875,1.0,0.0,0,0
688,294003u,1,29.0,1,1,4.0,1.0,1.0,18.0,1.0,1.0,22,188,93,203.863636364,0.0,0.0,51.0,138.863636364,0.0,1.0,1,1
689,294005u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,57,544,244,191.192982456,0.0,0.0,15.0,176.192982456,1.0,0.0,0,0
690,294021u,1,5.0,1,1,3.0,1.0,1.0,8.0,1.0,1.0,28,276,102,79.9642857143,0.0,0.0,16.0,59.9642857143,0.0,1.0,1,1
691,294023u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,165,1348,570,151.163636364,0.0,0.0,6.0,145.163636364,1.0,0.0,0,0
692,294056u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,88,37,143.666666667,0.0,0.0,2.0,141.666666667,1.0,0.0,0,0
693,294059u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,52,388,160,81.5192307692,0.0,0.0,15.0,66.5192307692,1.0,0.0,0,0
694,294063u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,36,236,116,84.75,0.0,0.0,0.0,84.75,1.0,0.0,0,0
695,294073u,1,27.0,2,2,7.0,2.0,2.0,13.0,3.0,2.0,36,315,128,115.055555556,1.0,0.0,47.0,61.555555556,0.0,1.0,1,1
696,294095u,0,8.0,1,1,3.0,1.0,1.0,9.0,1.0,1.0,26,324,152,311.0,0.0,0.0,20.0,279.0,0.0,1.0,1,1
697,294108u,0,8.2,10,10,3.0,10.0,10.0,8.4,10.0,10.0,106,877,441,92.1132075472,0.0,0.0,19.6,69.5132075472,0.0,1.0,1,1
698,294125u,0,14.0,4,3,12.5,4.0,3.0,10.3333333333,3.0,3.0,15,270,87,133.733333333,0.0,0.0,36.8333333333,91.5666666664,0.0,1.0,1,1
699,294139u,1,26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,46,400,154,170.956521739,0.0,0.0,26.0,144.956521739,1.0,0.0,0,0
700,294152u,1,14.5,2,2,5.0,2.0,2.0,11.5,2.0,2.0,2,52,25,299.5,0.0,0.0,31.0,264.5,0.0,1.0,1,1
701,294173u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,132,44,167.571428571,0.0,0.0,9.0,158.571428571,1.0,0.0,0,0
702,294177u,0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,413,177,108.093023256,0.0,0.0,6.0,102.093023256,1.0,0.0,0,0
703,294191u,1,14.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,90,816,303,145.733333333,0.0,0.0,14.5,131.233333333,1.0,0.0,0,0
704,2941u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,37,508,163,303.945945946,0.0,0.0,2.0,301.945945946,1.0,0.0,0,0
705,294208u,1,9.75,4,2,13.6666666667,3.0,2.0,15.0,1.0,1.0,16,157,60,159.5625,0.0,0.0,38.4166666667,117.145833333,0.0,1.0,1,1
706,294216u,0,17.0,1,1,5.0,1.0,1.0,9.0,1.0,1.0,18,225,111,391.833333333,0.0,0.0,31.0,357.833333333,0.1,0.9,1,1
707,294218u,1,7.0,1,1,3.0,1.0,1.0,14.0,1.0,1.0,67,618,233,115.582089552,0.0,0.0,24.0,85.582089552,0.0,1.0,1,1
708,294219u,1,12.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,45,255,158,191.844444444,0.0,0.0,12.5,179.344444444,1.0,0.0,0,0
709,294226u,1,9.2,5,2,4.0,2.0,1.0,32.0,2.0,1.0,67,744,282,170.582089552,0.0,0.0,45.2,117.382089552,0.4,0.6,1,1
710,294227u,0,9.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,27,305,111,385.814814815,0.0,0.0,9.0,376.814814815,1.0,0.0,0,0
711,294228u,0,7.1,10,7,1.25,4.0,3.0,5.71428571429,7.0,3.0,233,2222,885,219.824034335,0.0,0.0,14.0642857143,205.759748621,0.0,1.0,1,0
712,294234u,0,21.0,1,1,7.0,1.0,1.0,16.0,1.0,1.0,45,402,158,98.5777777778,0.0,0.0,44.0,38.5777777778,0.0,1.0,1,1
713,294259u,0,13.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,32,359,149,195.1875,0.0,0.0,13.5,181.6875,1.0,0.0,0,0
714,29426u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,31,348,129,75.7096774194,0.0,0.0,2.0,73.7096774194,1.0,0.0,0,0
715,294272u,0,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,59,467,213,76.4406779661,0.0,0.0,8.0,68.4406779661,1.0,0.0,0,0
716,29427u,0,26.25,4,2,8.0,3.0,2.0,16.3333333333,3.0,2.0,6,115,47,685.666666667,0.0,0.0,50.5833333333,630.583333334,0.0,1.0,1,1
717,294292u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,104,620,320,94.0096153846,0.0,0.0,3.0,91.0096153846,1.0,0.0,0,0
718,294299u,1,16.25,16,6,32.0,6.0,3.0,47.0,1.0,1.0,26,324,114,282.230769231,0.0,0.0,95.25,136.980769231,0.4,0.6,1,1
719,2942u,0,4.375,8,5,0.0,0.0,0.0,0.0,0.0,0.0,103,786,341,177.281553398,0.0,0.0,4.375,172.906553398,1.0,0.0,0,0
720,294300u,0,29.0,1,1,7.0,1.0,1.0,10.0,1.0,1.0,47,451,194,105.936170213,0.0,0.0,46.0,55.936170213,0.0,1.0,1,1
721,294306u,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,59,497,221,144.966101695,0.0,0.0,14.0,130.966101695,1.0,0.0,0,0
722,294307u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,200,75,293.083333333,0.0,0.0,2.0,291.083333333,1.0,0.0,0,0
723,294333u,0,7.33333333333,4,3,13.0,3.0,1.0,0.0,0.0,0.0,128,1135,446,218.8203125,0.0,0.0,20.3333333333,198.486979167,1.0,0.0,0,0
724,294365u,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,390,177,115.465116279,0.0,0.0,22.0,93.465116279,1.0,0.0,0,0
725,294373u,1,7.5,4,4,24.0,4.0,4.0,6.5,4.0,4.0,169,1630,733,304.75739645,0.0,0.0,38.0,259.25739645,0.0,1.0,1,1
726,294379u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,155,72,267.166666667,0.0,0.0,7.0,260.166666667,1.0,0.0,0,0
727,294392u,2,0.5,6,3,0.0,1.0,1.0,0.0,0.0,0.0,139,1353,495,382.179856115,0.0,0.0,0.5,381.679856115,1.0,0.0,0,0
728,294397u,0,252.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,73,676,299,146.383561644,0.0,0.0,252.0,-105.616438356,1.0,0.0,0,0
729,2943u,1,13.0,5,3,16.0,1.0,1.0,0.0,0.0,0.0,59,484,181,143.830508475,0.0,0.0,29.0,114.830508475,1.0,0.0,0,0
730,294410u,0,14.3333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,76,805,328,170.644736842,0.0,0.0,14.3333333333,156.311403509,1.0,0.0,0,0
731,294412u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,48,397,174,220.020833333,0.0,0.0,6.0,214.020833333,1.0,0.0,0,0
732,294423u,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,80,594,262,97.1125,0.0,0.0,16.0,81.1125,1.0,0.0,0,0
733,294439u,1,18.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,62,268,170,104.806451613,0.0,0.0,18.0,86.806451613,1.0,0.0,0,0
734,294445u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,164,71,72.4761904762,0.0,0.0,4.0,68.4761904762,1.0,0.0,0,0
735,29444u,0,16.0,1,1,3.0,1.0,1.0,12.5,2.0,1.0,30,298,119,145.533333333,0.0,0.0,31.5,111.033333333,0.1,0.9,1,1
736,294461u,0,18.6666666667,6,3,42.0,2.0,1.0,0.0,0.0,0.0,10,111,49,400.0,0.0,0.0,60.6666666667,339.333333333,1.0,0.0,0,0
737,29448u,0,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,79,29,170.0,0.0,0.0,20.0,150.0,1.0,0.0,0,0
738,294490u,1,31.0,1,1,7.0,1.0,1.0,9.0,1.0,1.0,24,282,105,197.333333333,0.0,0.0,47.0,146.333333333,0.0,1.0,1,1
739,294495u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,40,15,191.5,0.0,0.0,8.0,183.5,1.0,0.0,0,0
740,294503u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15,187,83,275.266666667,0.0,0.0,2.0,273.266666667,1.0,0.0,0,0
741,294516u,0,34.0,1,1,9.0,1.0,1.0,0.0,0.0,0.0,30,457,150,215.7,0.0,0.0,43.0,172.7,1.0,0.0,0,0
742,29451u,1,6.0,1,1,3.0,1.0,1.0,6.0,1.0,1.0,145,5878,1044,570.15862069,0.0,0.0,15.0,549.15862069,0.0,1.0,1,1
743,294527u,1,43.0,1,1,5.0,1.0,1.0,9.0,1.0,1.0,30,326,120,209.233333333,0.0,0.0,57.0,143.233333333,0.0,1.0,1,1
744,294542u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,77,661,272,110.519480519,0.0,0.0,5.0,105.519480519,1.0,0.0,0,0
745,294554u,0,13.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,63,655,244,60.7142857143,0.0,0.0,13.5,47.2142857143,1.0,0.0,0,0
746,294559u,1,7.4,5,5,2.8,5.0,5.0,6.0,5.0,5.0,12,114,57,267.75,0.0,0.0,16.2,246.3,0.0,1.0,1,1
747,294567u,1,84.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,27,340,179,184.296296296,0.0,0.0,84.0,100.296296296,1.0,0.0,0,0
748,29456u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,38,414,170,238.421052632,0.0,0.0,4.0,234.421052632,1.0,0.0,0,0
749,294596u,0,6.0,1,1,2.0,1.0,1.0,9.0,1.0,1.0,27,159,86,140.0,0.0,0.0,17.0,121.0,0.0,1.0,1,1
750,294629u,1,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,45,301,133,117.088888889,0.0,0.0,0.0,117.088888889,0.0,1.0,1,1
751,294669u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,70,34,56.8571428571,0.0,0.0,6.0,50.8571428571,1.0,0.0,0,0
752,294677u,0,25.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,37,490,180,288.513513514,0.0,0.0,25.0,263.513513514,1.0,0.0,0,0
753,294697u,0,38.0,1,1,2.0,1.0,1.0,7.0,1.0,1.0,37,593,272,184.945945946,0.0,0.0,47.0,135.945945946,0.0,1.0,1,1
754,294713u,1,10.0,1,1,11.0,1.0,1.0,12.0,1.0,1.0,94,1010,399,264.627659574,0.0,0.0,33.0,223.627659574,0.0,1.0,1,1
755,294718u,0,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,81,885,299,122.666666667,0.0,0.0,11.0,111.666666667,1.0,0.0,0,0
756,294725u,1,31.0,1,1,6.0,1.0,1.0,12.0,1.0,1.0,65,491,229,86.0923076923,0.0,0.0,49.0,32.0923076923,0.0,1.0,1,1
757,294728u,1,38.5,2,2,7.0,1.0,1.0,10.0,1.0,1.0,37,363,183,291.162162162,0.0,0.0,55.5,223.662162162,0.0,1.0,1,1
758,29472u,0,9.33333333333,3,3,2.66666666667,3.0,3.0,11.3333333333,3.0,3.0,62,845,361,189.5,0.0,0.0,23.3333333333,161.833333333,0.0,1.0,1,1
759,294735u,1,3.5,4,1,5.0,3.0,1.0,0.0,0.0,0.0,21,229,80,292.666666667,0.0,0.0,8.5,284.166666667,1.0,0.0,0,0
760,29474u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,35,381,150,164.428571429,0.0,0.0,3.0,161.428571429,1.0,0.0,0,0
761,294780u,0,9.0,3,3,2.0,3.0,3.0,11.0,3.0,3.0,120,1249,558,111.075,0.0,0.0,22.0,84.7416666667,0.0,1.0,1,1
762,294784u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,45,221,112,22.4222222222,0.0,0.0,6.0,16.4222222222,1.0,0.0,0,0
763,294792u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,51,513,188,77.0196078431,0.0,0.0,7.0,70.0196078431,1.0,0.0,0,0
764,294793u,0,19.25,4,4,8.0,1.0,1.0,21.0,1.0,1.0,36,520,208,201.5,0.0,0.0,48.25,142.25,0.0,1.0,1,1
765,294796u,1,10.4,5,2,12.5,2.0,2.0,8.0,1.0,1.0,56,397,182,49.6964285714,0.0,0.0,30.9,3.7964285714,0.2,0.8,1,1
766,294803u,1,74.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,561,228,222.604651163,0.0,0.0,74.0,148.604651163,1.0,0.0,0,0
767,294807u,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,76,714,296,201.526315789,0.0,0.0,17.0,184.526315789,1.0,0.0,0,0
768,294817u,2,7.0,6,3,9.0,2.0,2.0,7.0,1.0,1.0,53,568,218,192.018867925,0.0,0.0,23.0,164.018867925,0.5,0.5,0,1
769,294824u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,168,63,363.05,0.0,0.0,1.0,362.05,1.0,0.0,0,0
770,294832u,1,8.0,1,1,5.0,1.0,1.0,9.0,1.0,1.0,129,1340,568,174.465116279,0.0,0.0,22.0,151.465116279,0.0,1.0,1,1
771,294843u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,167,80,213.0,0.0,0.0,1.0,212.0,1.0,0.0,0,0
772,294845u,0,12.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,31,361,129,156.290322581,0.0,0.0,12.0,144.290322581,1.0,0.0,0,0
773,294847u,1,8.2,5,4,18.0,1.0,1.0,0.0,0.0,0.0,76,476,243,349.631578947,0.0,0.0,26.2,323.431578947,1.0,0.0,0,0
774,294849u,1,5.6,5,1,15.6666666667,3.0,1.0,0.0,0.0,0.0,22,193,64,126.454545455,0.0,0.0,21.2666666667,105.187878788,1.0,0.0,0,0
775,294855u,0,18.5,2,2,8.5,2.0,2.0,12.0,2.0,2.0,42,276,159,116.666666667,0.0,0.0,39.0,75.166666667,0.0,1.0,1,1
776,294860u,0,10.0,1,1,6.0,1.0,1.0,12.0,1.0,1.0,26,311,105,213.615384615,0.0,0.0,28.0,178.615384615,0.0,1.0,1,1
777,294866u,0,8.0,2,2,1.0,2.0,2.0,8.0,2.0,2.0,63,761,316,243.619047619,0.0,0.0,17.0,225.119047619,0.0,1.0,1,1
778,294876u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,274,102,583.916666667,0.0,0.0,3.0,580.916666667,1.0,0.0,0,0
779,294905u,0,5.875,16,8,2.0,8.0,7.0,10.0,8.0,7.0,26,463,166,99.9230769231,0.0,0.0,17.875,80.0480769231,0.0,1.0,1,1
780,294907u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,55,330,176,44.8,0.0,0.0,4.0,40.8,1.0,0.0,0,0
781,294915u,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6,3,73.0,0.0,0.0,19.0,54.0,1.0,0.0,0,0
782,294916u,0,2.75,4,4,0.0,0.0,0.0,0.0,0.0,0.0,21,246,95,112.0,0.0,0.0,2.75,109.25,1.0,0.0,0,0
783,294923u,0,21.0,1,1,9.0,2.0,1.0,13.0,1.0,1.0,36,390,141,157.972222222,0.0,0.0,43.0,107.972222222,0.0,1.0,1,1
784,294945u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,28,318,141,404.535714286,0.0,0.0,5.0,399.535714286,1.0,0.0,0,0
785,294949u,0,8.5,2,2,6.5,2.0,2.0,12.5,2.0,2.0,21,297,115,373.285714286,0.0,0.0,27.5,341.285714286,0.0,1.0,1,1
786,294965u,0,15.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,27,320,124,364.592592593,0.0,0.0,15.5,349.092592593,1.0,0.0,0,0
787,294992u,1,12.3333333333,3,2,12.6666666667,3.0,2.0,11.5,2.0,2.0,41,447,153,234.829268293,0.0,0.0,36.5,189.329268293,0.0,1.0,1,1
788,294999u,1,8.25,4,2,2.0,3.0,2.0,12.6666666667,3.0,1.0,13,169,69,149.0,1.0,0.0,22.9166666667,115.083333333,0.1,0.9,1,1
789,295006u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15,165,64,131.133333333,0.0,0.0,3.0,128.133333333,1.0,0.0,0,0
790,295032u,1,17.0,5,2,5.0,2.0,1.0,12.5,2.0,1.0,35,411,155,373.228571429,0.0,0.0,34.5,326.728571429,0.1,0.9,1,1
791,295049u,1,10.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,39,433,111,303.282051282,0.0,0.0,10.0,293.282051282,1.0,0.0,0,0
792,295059u,1,64.5,6,3,7.75,4.0,3.0,19.3333333333,3.0,3.0,112,913,351,248.973214286,0.0,0.0,91.5833333333,139.056547619,0.0,1.0,1,1
793,295060u,0,6.0,1,1,11.0,1.0,1.0,0.0,0.0,0.0,83,709,282,169.759036145,0.0,0.0,17.0,152.759036145,1.0,0.0,0,0
794,295071u,1,6.4,5,4,3.25,4.0,4.0,10.5,4.0,4.0,292,4635,1920,319.404109589,0.0,0.0,20.15,295.004109589,0.0,1.0,1,1
795,295085u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,45,337,160,89.5555555556,0.0,0.0,8.0,81.5555555556,1.0,0.0,0,0
796,295097u,0,8.0,2,2,3.0,2.0,2.0,14.0,2.0,2.0,24,306,112,168.25,0.0,0.0,25.0,140.25,0.0,1.0,1,1
797,295102u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,340,101,475.0,0.0,0.0,1.0,474.0,1.0,0.0,0,0
798,295126u,1,13.75,4,1,3.5,2.0,1.0,17.0,1.0,1.0,37,439,180,216.324324324,0.0,0.0,34.25,176.074324324,0.2,0.8,1,1
799,295153u,1,9.75,4,2,8.0,2.0,2.0,3.0,1.0,1.0,13,185,83,112.846153846,0.0,0.0,20.75,92.096153846,0.5,0.5,0,0
800,295156u,0,13.5,2,1,13.0,1.0,1.0,0.0,0.0,0.0,133,2261,565,353.360902256,0.0,0.0,26.5,326.860902256,1.0,0.0,0,0
801,295159u,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,93,807,318,184.268817204,0.0,0.0,17.0,167.268817204,1.0,0.0,0,0
802,29515u,0,55.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,68,26,290.6,0.0,0.0,55.0,235.6,1.0,0.0,0,0
803,295160u,0,24.5,2,1,8.0,1.0,1.0,29.0,1.0,1.0,23,166,75,158.913043478,0.0,0.0,61.5,97.413043478,0.0,1.0,1,0
804,295161u,0,6.5,2,2,7.0,1.0,1.0,7.0,1.0,1.0,59,572,201,255.542372881,0.0,0.0,20.5,235.042372881,0.0,1.0,1,0
805,295178u,1,49.5714285714,7,3,0.0,0.0,0.0,0.0,0.0,0.0,7,154,38,318.0,0.0,0.0,49.5714285714,268.428571429,1.0,0.0,0,0
806,295192u,1,6.0,1,1,6.0,1.0,1.0,13.0,1.0,1.0,23,428,160,450.217391304,0.0,0.0,25.0,419.217391304,0.0,1.0,1,1
807,295194u,0,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,294,168,260.066666667,0.0,0.0,14.0,246.066666667,1.0,0.0,0,0
808,295215u,0,26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,44,364,161,68.8409090909,0.0,0.0,26.0,42.8409090909,1.0,0.0,0,0
809,295231u,1,18.0,2,2,2.0,2.0,2.0,14.0,1.0,1.0,21,216,93,171.142857143,0.0,0.0,34.0,132.142857143,0.0,1.0,1,1
810,295238u,1,8.5,2,2,8.0,1.0,1.0,21.0,1.0,1.0,8,130,51,382.125,0.0,0.0,37.5,319.625,0.0,1.0,1,1
811,295245u,1,23.5,2,1,16.5,2.0,1.0,38.0,1.0,1.0,17,258,83,552.470588235,0.0,0.0,78.0,466.470588235,0.0,1.0,1,1
812,295265u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,26,271,100,182.730769231,0.0,0.0,2.0,180.730769231,1.0,0.0,0,0
813,295286u,0,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,119,1410,532,154.798319328,0.0,0.0,10.0,144.798319328,1.0,0.0,0,0
814,295292u,1,4.4,5,3,3.0,3.0,2.0,7.5,2.0,2.0,36,344,137,141.333333333,0.0,0.0,14.9,122.433333333,0.0,1.0,1,1
815,295294u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,87,34,209.2,0.0,0.0,8.0,201.2,1.0,0.0,0,0
816,295301u,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,147,588,296,62.4285714286,0.0,0.0,25.0,37.4285714286,1.0,0.0,0,0
817,295310u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,147,1759,577,421.25170068,0.0,0.0,1.0,420.25170068,1.0,0.0,0,0
818,295344u,0,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,47,476,212,137.765957447,0.0,0.0,22.0,115.765957447,1.0,0.0,0,0
819,295365u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,66,986,375,137.060606061,0.0,0.0,3.0,134.060606061,1.0,0.0,0,0
820,295366u,1,10.25,4,3,22.0,1.0,1.0,0.0,0.0,0.0,145,1398,552,305.144827586,0.0,0.0,32.25,272.894827586,1.0,0.0,0,0
821,295381u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,318,118,246.863636364,0.0,0.0,4.0,242.863636364,1.0,0.0,0,0
822,295414u,0,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,231,103,126.764705882,0.0,0.0,11.0,115.764705882,1.0,0.0,0,0
823,295428u,0,9.0,4,1,4.0,1.0,1.0,13.0,1.0,1.0,16,307,97,168.375,0.0,0.0,26.0,139.375,0.0,1.0,1,1
824,295485u,1,27.0,3,3,16.0,2.0,2.0,28.6666666667,3.0,2.0,35,221,92,155.8,1.0,0.0,71.6666666667,69.6333333333,0.1,0.9,1,1
825,295488u,1,27.6666666667,3,2,36.0,1.0,1.0,0.0,0.0,0.0,2,85,29,1254.5,0.0,0.0,63.6666666667,1190.83333333,1.0,0.0,0,0
826,295502u,1,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,40,300,145,128.225,0.0,0.0,0.0,128.225,0.0,1.0,1,1
827,29550u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,24,178,78,79.1666666667,0.0,0.0,6.0,73.1666666667,1.0,0.0,0,0
828,295510u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,44,277,153,177.136363636,0.0,0.0,12.0,165.136363636,1.0,0.0,0,0
829,295525u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,53,339,174,145.830188679,0.0,0.0,3.0,142.830188679,1.0,0.0,0,0
830,295538u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,145,2193,806,279.648275862,0.0,0.0,10.0,269.648275862,1.0,0.0,0,0
831,295539u,1,42.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33,334,115,390.363636364,0.0,0.0,42.0,348.363636364,1.0,0.0,0,0
832,295554u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,71,476,197,66.8028169014,0.0,0.0,2.0,64.8028169014,1.0,0.0,0,0
833,295563u,1,34.0,2,1,7.0,1.0,1.0,9.0,1.0,1.0,49,378,161,112.816326531,0.0,0.0,50.0,56.816326531,0.0,1.0,1,1
834,295576u,0,25.0,2,2,1.0,2.0,2.0,4.0,2.0,2.0,39,405,183,179.435897436,0.0,0.0,30.0,146.935897436,0.0,1.0,1,1
835,295578u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,157,49,211.461538462,0.0,0.0,7.0,204.461538462,1.0,0.0,0,0
836,29558u,0,4.0,2,2,1.0,2.0,2.0,4.0,2.0,2.0,30,289,126,63.1666666667,0.0,0.0,9.0,52.6666666667,0.0,1.0,1,1
837,295591u,0,6.4,6,4,15.5,2.0,2.0,1.0,1.0,1.0,103,891,367,119.485436893,0.0,0.0,22.9,96.585436893,0.0,1.0,1,1
838,295597u,1,14.0,1,1,7.0,1.0,1.0,11.0,1.0,1.0,8,81,23,170.25,0.0,0.0,32.0,129.25,0.0,1.0,1,1
839,295601u,0,24.0,2,1,5.5,2.0,1.0,18.6,5.0,1.0,34,347,156,148.117647059,0.0,0.0,48.1,91.017647059,0.2,0.8,1,1
840,295611u,1,10.5,2,2,4.5,2.0,2.0,10.5,2.0,2.0,29,244,120,286.24137931,0.0,0.0,25.5,251.24137931,0.0,1.0,1,1
841,295625u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,42,368,162,207.023809524,0.0,0.0,4.0,203.023809524,1.0,0.0,0,0
842,295629u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,51,945,249,236.019607843,0.0,0.0,2.0,234.019607843,1.0,0.0,0,0
843,295641u,1,17.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,52,427,161,215.576923077,0.0,0.0,17.0,198.576923077,1.0,0.0,0,0
844,295644u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,77,801,300,96.961038961,0.0,0.0,7.0,89.961038961,1.0,0.0,0,0
845,29565u,1,25.0,1,1,5.0,1.0,1.0,30.0,1.0,1.0,15,156,49,546.933333333,0.0,0.0,60.0,480.933333333,0.0,1.0,1,1
