,identificador,ssoo,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,0,1,Predict,Y
3348,48655u,0,11.5,2,2,8.33333333333,3.0,2.0,9.25,4.0,2.0,29,340,132,223.793103448,0.0,0.0,29.0833333333,191.209770115,0.0,1.0,1,1
3349,48675u,1,3.75,4,2,14.0,2.0,1.0,0.0,0.0,0.0,60,597,275,256.8,0.0,0.0,17.75,239.05,1.0,0.0,0,0
3350,48681u,0,35.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,112,1048,423,133.571428571,0.0,0.0,35.5,98.071428571,1.0,0.0,0,0
3351,48706u,0,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,131,965,400,180.015267176,0.0,0.0,25.0,155.015267176,1.0,0.0,0,0
3352,48712u,0,12.0,6,3,9.75,4.0,2.0,11.6666666667,3.0,2.0,122,1272,407,191.918032787,0.0,0.0,33.4166666667,155.50136612,0.0,1.0,1,1
3353,48750u,1,79.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,274,106,317.1,0.0,0.0,79.0,238.1,1.0,0.0,0,0
3354,4875u,1,21.5,2,2,7.0,1.0,1.0,7.0,1.0,1.0,222,1510,646,137.310810811,0.0,0.0,35.5,98.810810811,0.0,1.0,1,1
3355,48767u,1,23.0,3,2,6.5,2.0,2.0,17.3333333333,3.0,2.0,32,307,155,167.6875,1.0,0.0,46.8333333333,116.854166667,0.0,1.0,1,1
3356,48769u,1,6.0,4,4,3.33333333333,3.0,3.0,18.3333333333,3.0,3.0,98,628,281,156.948979592,0.0,0.0,27.6666666666,125.282312925,0.0,1.0,1,1
3357,48773u,1,17.5,2,2,45.0,2.0,2.0,16.0,2.0,2.0,35,261,110,109.028571429,0.0,0.0,78.5,21.028571429,0.0,1.0,1,1
3358,48774u,1,2.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11,223,66,620.909090909,0.0,0.0,2.5,618.409090909,1.0,0.0,0,0
3359,48779u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,205,91,139.466666667,0.0,0.0,7.0,132.466666667,1.0,0.0,0,0
3360,48782u,1,6.0,1,1,4.0,1.0,1.0,14.0,1.0,1.0,60,432,189,68.2833333333,0.0,0.0,24.0,42.2833333333,0.0,1.0,1,1
3361,48796u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,92,964,389,331.467391304,0.0,0.0,4.0,327.467391304,1.0,0.0,0,0
3362,48799u,0,34.0,1,1,8.0,2.0,1.0,11.0,1.0,1.0,7,133,52,275.571428571,0.0,0.0,53.0,217.571428571,0.2,0.8,1,1
3363,48806u,1,5.5,2,2,3.0,1.0,1.0,12.0,1.0,1.0,39,323,142,179.512820513,0.0,0.0,20.5,157.012820513,0.0,1.0,1,1
3364,48809u,1,12.5,4,2,5.0,1.0,1.0,0.0,0.0,0.0,88,842,318,119.988636364,0.0,0.0,17.5,102.488636364,1.0,0.0,0,0
3365,48812u,0,2.33333333333,3,1,0.0,0.0,0.0,0.0,0.0,0.0,36,351,140,209.861111111,0.0,0.0,2.33333333333,207.527777778,1.0,0.0,0,0
3366,48824u,1,21.0,1,1,10.0,1.0,1.0,13.0,1.0,1.0,37,449,132,188.0,0.0,0.0,44.0,131.0,0.0,1.0,1,1
3367,48835u,1,23.5,2,2,14.0,1.0,1.0,7.0,1.0,1.0,111,700,322,231.126126126,0.0,0.0,44.5,177.626126126,0.1,0.9,1,1
3368,48842u,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,167,65,365.647058824,0.0,0.0,20.0,345.647058824,1.0,0.0,0,0
3369,48855u,0,11.0,1,1,8.0,1.0,1.0,19.0,1.0,1.0,3,116,39,973.333333333,0.0,0.0,38.0,849.333333333,0.0,1.0,1,1
3370,48863u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,112,905,292,193.982142857,0.0,0.0,5.0,188.982142857,1.0,0.0,0,0
3371,48871u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,95,33,94.0,0.0,0.0,2.0,92.0,1.0,0.0,0,0
3372,48872u,0,37.5,2,2,9.0,1.0,1.0,13.0,1.0,1.0,27,247,97,134.555555556,0.0,0.0,59.5,69.055555556,0.1,0.9,1,1
3373,48892u,1,7.0,3,1,6.0,2.0,1.0,138.0,3.0,1.0,66,331,169,114.560606061,0.0,0.0,151.0,-54.439393939,0.6,0.4,0,1
3374,4889u,1,6.0,4,2,4.66666666667,3.0,2.0,9.5,2.0,2.0,43,286,125,191.162790698,0.0,0.0,20.1666666667,167.496124031,0.0,1.0,1,1
3375,488u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,25,8,302.5,0.0,0.0,12.0,290.5,1.0,0.0,0,0
3376,48900u,1,11.0,1,1,5.0,1.0,1.0,17.0,1.0,1.0,23,257,131,154.608695652,0.0,0.0,33.0,99.608695652,0.0,1.0,1,1
3377,48907u,0,14.6666666667,3,3,10.0,2.0,2.0,39.0,2.0,2.0,60,567,232,133.383333333,0.0,0.0,63.6666666667,62.2166666663,0.0,1.0,1,1
3378,48909u,0,7.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,67,550,259,122.776119403,0.0,0.0,20.0,100.776119403,0.0,1.0,1,1
3379,48912u,1,20.0,1,1,6.0,1.0,1.0,17.0,1.0,1.0,40,382,143,239.925,0.0,0.0,43.0,189.925,0.0,1.0,1,1
3380,48946u,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,19,281,77,392.684210526,0.0,0.0,14.0,378.684210526,1.0,0.0,0,0
3381,48954u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,228,109,111.272727273,0.0,0.0,15.0,96.272727273,1.0,0.0,0,0
3382,48960u,0,14.6666666667,6,3,10.3333333333,3.0,3.0,14.25,4.0,3.0,45,425,190,152.155555556,0.0,0.0,39.25,105.572222223,0.0,1.0,1,1
3383,48961u,0,10.0,1,1,2.0,1.0,1.0,8.0,1.0,1.0,3,66,27,160.666666667,0.0,0.0,20.0,137.666666667,0.0,1.0,1,1
3384,4896u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,723,166,247.45,0.0,0.0,2.0,245.45,1.0,0.0,0,0
3385,48977u,0,8.0,5,4,3.75,4.0,3.0,8.33333333333,3.0,3.0,54,537,289,108.148148148,0.0,0.0,20.0833333333,86.0648148147,0.0,1.0,1,1
3386,48984u,0,34.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,325,118,504.913043478,0.0,0.0,34.0,470.913043478,1.0,0.0,0,0
3387,48990u,0,5.0,1,1,4.0,1.0,1.0,15.0,1.0,1.0,68,677,321,189.514705882,0.0,0.0,24.0,133.514705882,0.0,1.0,1,1
3388,49009u,1,10.5555555556,9,4,14.6666666667,3.0,2.0,0.0,0.0,0.0,75,911,329,268.786666667,0.0,0.0,25.2222222223,243.564444445,1.0,0.0,0,0
3389,49017u,1,33.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,31,461,155,320.806451613,0.0,0.0,33.0,287.806451613,1.0,0.0,0,0
3390,49029u,1,20.0,2,2,4.0,2.0,2.0,10.5,2.0,2.0,153,1178,528,264.437908497,0.0,0.0,34.5,223.937908497,0.0,1.0,1,1
3391,49033u,0,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,49,367,165,150.06122449,0.0,0.0,9.0,141.06122449,1.0,0.0,0,0
3392,49038u,0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,42,472,172,169.666666667,0.0,0.0,12.0,157.666666667,1.0,0.0,0,0
3393,49041u,1,39.75,4,4,7.0,1.0,1.0,32.0,1.0,1.0,79,457,271,170.556962025,0.0,0.0,78.75,76.806962025,0.1,0.9,1,1
3394,49065u,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,209,2658,955,187.555023923,0.0,0.0,0.0,187.555023923,1.0,0.0,0,0
3395,49067u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,18,7,309.0,0.0,0.0,2.0,307.0,1.0,0.0,0,0
3396,49071u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,82,1405,350,170.792682927,0.0,0.0,3.0,167.792682927,1.0,0.0,0,0
3397,49084u,0,29.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,36,341,146,161.472222222,0.0,0.0,29.0,132.472222222,1.0,0.0,0,0
3398,49086u,0,10.0,1,1,2.0,1.0,1.0,8.0,1.0,1.0,40,290,141,58.45,0.0,0.0,20.0,32.45,0.0,1.0,1,1
3399,49097u,0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,184,61,353.428571429,0.0,0.0,6.0,347.428571429,1.0,0.0,0,0
3400,49104u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,190,62,487.181818182,0.0,0.0,2.0,485.181818182,1.0,0.0,0,0
3401,49109u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,123,41,293.307692308,0.0,0.0,0.0,293.307692308,1.0,0.0,0,0
3402,49112u,1,6.0,4,2,7.0,1.0,1.0,0.0,0.0,0.0,65,861,266,218.953846154,0.0,0.0,13.0,205.953846154,1.0,0.0,0,0
3403,49116u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,312,72,254.388888889,0.0,0.0,4.0,250.388888889,1.0,0.0,0,0
3404,4911u,0,5.33333333333,3,3,3.25,4.0,3.0,6.66666666667,3.0,3.0,48,404,204,74.6875,0.0,0.0,15.25,57.7708333333,0.0,1.0,1,1
3405,49156u,1,17.5,4,3,10.0,3.0,3.0,10.0,2.0,2.0,54,476,194,135.481481481,0.0,0.0,37.5,92.981481481,0.0,1.0,1,1
3406,4916u,1,4.0,1,1,2.0,1.0,1.0,6.0,1.0,1.0,68,1253,383,245.867647059,0.0,0.0,12.0,230.867647059,0.0,1.0,1,1
3407,49197u,0,8.33333333333,3,1,5.33333333333,3.0,1.0,8.0,1.0,1.0,67,823,341,293.074626866,0.0,0.0,21.6666666667,269.407960199,0.0,1.0,1,1
3408,49207u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,38,425,162,224.5,0.0,0.0,9.0,215.5,1.0,0.0,0,0
3409,49213u,1,7.125,8,1,5.75,4.0,1.0,7.66666666667,3.0,1.0,66,703,255,301.803030303,0.0,0.0,20.5416666667,275.261363636,0.0,1.0,1,1
3410,49237u,1,11.0,1,1,4.0,1.0,1.0,10.0,1.0,1.0,21,387,137,430.380952381,0.0,0.0,25.0,399.380952381,0.0,1.0,1,1
3411,49258u,1,6.5,2,1,4.0,1.0,1.0,11.0,1.0,1.0,41,323,145,74.3658536585,0.0,0.0,21.5,46.8658536585,0.0,1.0,1,1
3412,49268u,1,1.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,50,999,330,475.7,0.0,0.0,1.5,474.2,1.0,0.0,0,0
3413,49272u,1,38.0,1,1,19.0,1.0,1.0,7.0,1.0,1.0,30,241,113,118.1,0.0,0.0,64.0,4.1,0.1,0.9,1,1
3414,49275u,1,6.6,5,3,5.75,4.0,3.0,7.66666666667,3.0,3.0,32,376,130,234.5625,0.0,0.0,20.0166666667,208.879166667,0.0,1.0,1,1
3415,49293u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,310,139,130.255813953,0.0,0.0,7.0,123.255813953,1.0,0.0,0,0
3416,49302u,2,15.4,5,4,3.0,1.0,1.0,11.0,1.0,1.0,97,703,309,399.051546392,0.0,0.0,29.4,366.651546392,0.1,0.9,1,1
3417,49314u,0,8.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,9,230,83,403.333333333,0.0,0.0,8.0,395.333333333,1.0,0.0,0,0
3418,49322u,0,8.0,1,1,10.0,1.0,1.0,8.0,1.0,1.0,24,457,134,431.291666667,0.0,0.0,26.0,400.291666667,0.0,1.0,1,1
3419,49326u,0,26.0,2,2,5.5,2.0,2.0,8.5,2.0,2.0,34,450,196,238.205882353,0.0,0.0,40.0,192.705882353,0.0,1.0,1,1
3420,49327u,1,6.8,5,4,0.0,0.0,0.0,0.0,0.0,0.0,179,1680,566,243.737430168,0.0,0.0,6.8,236.937430168,1.0,0.0,0,0
3421,49351u,1,4.76923076923,13,6,8.0,9.0,6.0,6.33333333333,6.0,6.0,33,365,145,220.363636364,0.0,0.0,19.1025641026,196.261072261,0.0,1.0,1,1
3422,49367u,0,9.5,2,2,3.0,2.0,2.0,8.5,2.0,2.0,109,1195,494,247.357798165,0.0,0.0,21.0,223.357798165,0.0,1.0,1,1
3423,49372u,0,239.4,6,6,5.0,1.0,1.0,37.0,1.0,1.0,20,258,99,334.85,0.0,0.0,281.4,44.45,0.1,0.9,1,1
3424,49380u,0,20.0,1,1,3.0,1.0,1.0,13.0,1.0,1.0,30,384,161,158.8,0.0,0.0,36.0,117.8,0.0,1.0,1,1
3425,49416u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,185,69,123.523809524,0.0,0.0,4.0,119.523809524,1.0,0.0,0,0
3426,4941u,0,7.375,8,8,3.25,8.0,8.0,8.25,8.0,8.0,211,1192,631,177.526066351,0.0,0.0,18.875,156.401066351,0.0,1.0,1,1
3427,49431u,0,41.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,16,204,74,272.5,0.0,0.0,41.0,231.5,1.0,0.0,0,0
3428,49437u,1,6.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,50,285,114,127.5,0.0,0.0,6.0,121.5,1.0,0.0,0,0
3429,4943u,0,7.0,1,1,6.0,1.0,1.0,10.0,1.0,1.0,59,579,225,101.508474576,0.0,0.0,23.0,69.508474576,0.0,1.0,1,1
3430,4944u,1,18.5,2,1,10.0,1.0,1.0,0.0,0.0,0.0,9,120,39,160.777777778,0.0,0.0,28.5,132.277777778,1.0,0.0,0,0
3431,49451u,1,8.0,2,2,4.0,1.0,1.0,9.0,1.0,1.0,61,605,276,266.770491803,0.0,0.0,21.0,240.770491803,0.0,1.0,1,1
3432,49457u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,28,411,154,406.642857143,0.0,0.0,2.0,404.642857143,1.0,0.0,0,0
3433,49479u,0,24.0,1,1,10.0,1.0,1.0,0.0,0.0,0.0,63,582,256,156.253968254,0.0,0.0,34.0,122.253968254,1.0,0.0,0,0
3434,49482u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,288,126,139.433333333,0.0,0.0,3.0,136.433333333,1.0,0.0,0,0
3435,49491u,1,9.4,15,10,8.1,10.0,8.0,12.0,7.0,7.0,99,1318,464,302.0,0.0,0.0,29.5,266.166666667,0.0,1.0,1,1
3436,49495u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,46,265,127,193.913043478,0.0,0.0,7.0,186.913043478,1.0,0.0,0,0
3437,49497u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,182,82,157.666666667,0.0,0.0,8.0,149.666666667,1.0,0.0,0,0
3438,49500u,1,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,21,353,125,434.952380952,0.0,0.0,3.0,431.952380952,1.0,0.0,0,0
3439,49501u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,124,931,388,124.290322581,0.0,0.0,5.0,119.290322581,1.0,0.0,0,0
3440,49531u,1,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,46,296,123,265.804347826,0.0,0.0,1.5,264.304347826,1.0,0.0,0,0
3441,49532u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33,557,143,244.545454545,0.0,0.0,10.0,234.545454545,1.0,0.0,0,0
3442,49533u,1,10.0,1,1,6.0,1.0,1.0,11.0,1.0,1.0,4,66,32,294.75,0.0,0.0,27.0,261.75,0.0,1.0,1,1
3443,49537u,0,16.0,1,1,4.0,1.0,1.0,16.0,1.0,1.0,36,202,108,166.805555556,0.0,0.0,36.0,120.805555556,0.0,1.0,1,1
3444,49576u,0,13.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,23,496,146,430.434782609,0.0,0.0,13.0,417.434782609,1.0,0.0,0,0
3445,49577u,1,4.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2,20,9,68.5,0.0,0.0,4.5,64.0,1.0,0.0,0,0
3446,49581u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,125,57,292.454545455,0.0,0.0,3.0,289.454545455,1.0,0.0,0,0
3447,49589u,1,10.0,1,1,7.0,1.0,1.0,21.0,2.0,1.0,24,231,83,102.375,1.0,0.0,38.0,52.375,0.0,1.0,1,1
3448,49613u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,57,362,185,147.561403509,0.0,0.0,8.0,139.561403509,1.0,0.0,0,0
3449,49629u,1,9.6,5,1,12.0,1.0,1.0,0.0,0.0,0.0,16,299,133,342.0625,0.0,0.0,21.6,320.4625,1.0,0.0,0,0
3450,4962u,1,4.5,2,1,2.0,1.0,1.0,4.0,1.0,1.0,48,519,202,151.8125,0.0,0.0,10.5,137.3125,0.4,0.6,1,1
3451,49646u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,64,22,616.0,0.0,0.0,1.0,615.0,1.0,0.0,0,0
3452,49653u,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,42,205,107,55.9523809524,0.0,0.0,13.0,42.9523809524,1.0,0.0,0,0
3453,49657u,0,8.5,2,2,10.0,2.0,2.0,12.0,1.0,1.0,149,1010,473,161.979865772,0.0,0.0,30.5,127.479865772,0.0,1.0,1,1
3454,49661u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8,160,57,291.75,0.0,0.0,5.0,286.75,1.0,0.0,0,0
3455,49666u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,40,14,260.0,0.0,0.0,3.0,257.0,1.0,0.0,0,0
3456,49674u,0,21.5,2,2,6.0,1.0,1.0,19.0,1.0,1.0,9,88,36,194.111111111,0.0,0.0,46.5,142.611111111,0.0,1.0,1,1
3457,49694u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,78,796,295,129.871794872,0.0,0.0,9.0,120.871794872,1.0,0.0,0,0
3458,49697u,1,3.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,6,108,45,202.666666667,0.0,0.0,3.0,199.666666667,1.0,0.0,0,0
3459,49707u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,53,346,171,84.9433962264,0.0,0.0,11.0,73.9433962264,1.0,0.0,0,0
3460,49711u,1,22.25,4,2,8.5,2.0,2.0,0.0,0.0,0.0,183,1587,585,122.426229508,0.0,0.0,30.75,91.676229508,1.0,0.0,0,0
3461,49717u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,80,509,263,170.95,0.0,0.0,2.0,168.95,1.0,0.0,0,0
3462,4971u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,46,482,152,382.717391304,0.0,0.0,0.0,382.717391304,1.0,0.0,0,0
3463,49758u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,86,827,362,57.523255814,0.0,0.0,7.0,50.523255814,1.0,0.0,0,0
3464,49760u,0,10.0,1,1,3.0,1.0,1.0,11.0,1.0,1.0,94,1038,342,131.319148936,0.0,0.0,24.0,104.319148936,0.0,1.0,1,1
3465,49766u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,477,186,158.375,0.0,0.0,2.0,156.375,1.0,0.0,0,0
3466,49769u,1,27.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,242,99,229.933333333,0.0,0.0,27.0,202.933333333,1.0,0.0,0,0
3467,49775u,1,7.25,4,3,6.75,4.0,3.0,12.3333333333,3.0,3.0,89,1513,444,427.314606742,0.0,0.0,26.3333333333,392.314606742,0.0,1.0,1,1
3468,49779u,1,26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,58,647,233,206.379310345,0.0,0.0,26.0,180.379310345,1.0,0.0,0,0
3469,49815u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,255,109,223.05,0.0,0.0,2.0,221.05,1.0,0.0,0,0
3470,49823u,1,9.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,57,512,178,814.964912281,0.0,0.0,9.5,805.464912281,1.0,0.0,0,0
3471,49824u,0,6.33333333333,3,1,0.0,0.0,0.0,0.0,0.0,0.0,154,2831,906,374.181818182,0.0,0.0,6.33333333333,367.848484849,1.0,0.0,0,0
3472,49826u,1,6.0,1,1,4.0,1.0,1.0,8.5,2.0,1.0,14,127,58,383.142857143,0.0,0.0,18.5,352.142857143,0.1,0.9,1,1
3473,49830u,0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,31,7,395.0,0.0,0.0,12.0,383.0,1.0,0.0,0,0
3474,49841u,0,11.7142857143,7,7,4.28571428571,7.0,7.0,13.7142857143,7.0,7.0,43,420,210,163.139534884,0.0,0.0,29.7142857143,126.758582503,0.0,1.0,1,1
3475,49867u,1,6.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,100,565,280,67.98,0.0,0.0,19.0,42.98,0.0,1.0,1,1
3476,49872u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,336,139,194.090909091,0.0,0.0,7.0,187.090909091,1.0,0.0,0,0
3477,49875u,1,3.0,2,2,7.5,2.0,2.0,5.5,2.0,2.0,11,144,58,225.454545455,0.0,0.0,16.0,206.954545455,0.0,1.0,1,1
3478,49879u,1,19.75,4,2,5.0,1.0,1.0,10.0,1.0,1.0,104,702,277,182.634615385,0.0,0.0,34.75,142.884615385,0.0,1.0,1,1
3479,4988u,0,14.0,1,1,2.0,1.0,1.0,14.0,1.0,1.0,17,189,76,183.764705882,0.0,0.0,30.0,147.764705882,0.0,1.0,1,1
3480,49906u,1,15.0,3,1,12.0,1.0,1.0,13.0,1.0,1.0,29,334,136,191.965517241,0.0,0.0,40.0,143.965517241,0.1,0.9,1,1
3481,49929u,0,11.0,3,2,11.0,1.0,1.0,18.0,1.0,1.0,55,831,324,164.581818182,0.0,0.0,40.0,121.581818182,0.0,1.0,1,1
3482,49932u,0,0.0,2,2,0.0,2.0,2.0,0.0,0.0,0.0,85,1023,395,133.682352941,0.0,0.0,0.0,133.682352941,1.0,0.0,0,0
3483,49939u,1,18.25,4,3,8.0,2.0,2.0,11.0,3.0,2.0,48,588,189,222.4375,0.0,0.0,37.25,177.6875,0.0,1.0,1,1
3484,49940u,1,8.75,4,2,15.3333333333,3.0,2.0,16.0,1.0,1.0,3,48,19,176.666666667,0.0,0.0,40.0833333333,114.583333334,0.0,1.0,1,1
3485,49945u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,26,220,119,167.038461538,0.0,0.0,5.0,162.038461538,1.0,0.0,0,0
3486,49952u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,28,228,90,168.464285714,0.0,0.0,1.0,167.464285714,1.0,0.0,0,0
3487,49969u,1,16.0,1,1,10.0,1.0,1.0,8.0,1.0,1.0,23,270,94,268.391304348,0.0,0.0,34.0,227.391304348,0.0,1.0,1,1
3488,49983u,1,8.0,3,1,8.5,2.0,1.0,0.0,0.0,0.0,50,530,245,140.4,0.0,0.0,16.5,123.9,1.0,0.0,0,0
3489,49985u,1,24.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,19,144,55,261.473684211,0.0,0.0,24.0,237.473684211,1.0,0.0,0,0
3490,49988u,1,25.75,4,2,9.0,2.0,1.0,13.0,1.0,1.0,61,1262,386,418.524590164,0.0,0.0,47.75,360.774590164,0.1,0.9,1,1
3491,49991u,0,5.0,3,3,2.66666666667,3.0,3.0,12.0,3.0,3.0,221,1419,628,84.9004524887,0.0,0.0,19.6666666667,60.5671191554,0.0,1.0,1,1
3492,50006u,0,24.0,1,1,6.0,1.0,1.0,13.5,2.0,1.0,65,825,327,274.476923077,0.0,0.0,43.5,226.976923077,0.0,1.0,1,1
3493,50008u,1,25.0,2,2,8.0,2.0,2.0,17.0,2.0,2.0,75,544,253,189.76,0.0,0.0,50.0,131.76,0.0,1.0,1,1
3494,50010u,0,57.0,2,2,2.0,1.0,1.0,9.33333333333,3.0,1.0,20,232,94,120.05,0.0,0.0,68.3333333333,47.7166666667,0.0,1.0,1,1
3495,50012u,1,1.0,2,2,0.0,1.0,1.0,0.0,1.0,1.0,86,723,297,109.523255814,0.0,0.0,1.0,108.523255814,0.1,0.9,1,1
3496,50018u,1,34.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,249,102,415.142857143,0.0,0.0,34.0,381.142857143,1.0,0.0,0,0
3497,50021u,1,4.33333333333,6,3,5.0,3.0,3.0,0.0,0.0,0.0,22,222,96,168.090909091,0.0,0.0,9.33333333333,158.757575758,0.9,0.1,0,0
3498,50025u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,263,90,219.714285714,0.0,0.0,3.0,216.714285714,1.0,0.0,0,0
3499,50078u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,80,43,194.0,0.0,0.0,11.0,183.0,1.0,0.0,0,0
3500,50087u,0,53.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,174,68,427.571428571,0.0,0.0,53.0,374.571428571,1.0,0.0,0,0
3501,50090u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,32,327,118,210.4375,0.0,0.0,4.0,206.4375,1.0,0.0,0,0
3502,50103u,1,5.5,2,1,24.0,1.0,1.0,0.0,0.0,0.0,33,254,97,141.848484848,0.0,0.0,29.5,112.348484848,1.0,0.0,0,0
3503,50105u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,48,690,331,342.708333333,0.0,0.0,7.0,335.708333333,1.0,0.0,0,0
3504,50106u,1,102.0,2,2,3.0,1.0,1.0,37.0,1.0,1.0,32,206,93,82.0,0.0,0.0,142.0,-65.0,0.2,0.8,1,1
3505,50111u,1,23.0,4,4,8.5,4.0,4.0,9.5,4.0,4.0,7,151,61,391.571428571,0.0,0.0,41.0,342.821428571,0.0,1.0,1,1
3506,50129u,0,25.0,1,1,7.0,1.0,1.0,8.0,1.0,1.0,127,1973,596,265.456692913,0.0,0.0,40.0,219.456692913,0.1,0.9,1,1
3507,50138u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,270,114,151.555555556,0.0,0.0,5.0,146.555555556,1.0,0.0,0,0
3508,50140u,1,14.0,1,1,10.0,1.0,1.0,14.0,1.0,1.0,28,370,170,206.321428571,0.0,0.0,38.0,162.321428571,0.1,0.9,1,1
3509,50143u,1,5.33333333333,3,2,12.0,2.0,1.0,12.0,1.0,1.0,100,700,295,148.37,0.0,0.0,29.3333333333,112.036666667,0.0,1.0,1,1
3510,50153u,0,25.625,10,9,8.0,1.0,1.0,42.0,3.0,1.0,80,637,288,249.1125,0.0,0.0,75.625,164.4875,0.2,0.8,1,1
3511,50156u,1,14.5,4,1,7.5,2.0,1.0,35.0,1.0,1.0,23,260,115,138.652173913,0.0,0.0,57.0,74.652173913,0.3,0.7,1,1
3512,5015u,1,9.4,5,3,8.5,2.0,1.0,12.0,1.0,1.0,33,302,138,108.636363636,0.0,0.0,29.9,70.736363636,0.2,0.8,1,1
