identificador,ssoo,profundidad,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,avg_tiempo_pag4,vistas_pag4,vistas_unicas_pag4,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,Y
180503u,1,4,11.3333333333,3,3,3.33333333333,3.0,3.0,8.33333333333,3.0,3.0,11.3333333333,3.0,3.0,15,150,61,102.133333333,0.0,0.0,23.0,67.7999999997,1
180504u,0,1,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,174,44,351.875,0.0,0.0,3.0,348.875,0
180506u,1,4,6.33333333333,3,1,4.0,2.0,1.0,29.0,2.0,1.0,8.0,1.0,1.0,42,228,108,121.738095238,0.0,0.0,39.3333333333,74.4047619047,1
18051u,1,4,8.25,4,3,5.33333333333,3.0,3.0,31.0,3.0,3.0,5.5,2.0,2.0,32,328,128,103.15625,0.0,0.0,44.5833333333,53.0729166667,1
180521u,1,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,70,537,240,148.242857143,0.0,0.0,0.0,148.242857143,1
180529u,1,4,11.0,1,1,4.0,1.0,1.0,24.5,2.0,1.0,6.0,1.0,1.0,46,534,216,324.369565217,1.0,0.0,39.5,278.869565217,1
180534u,0,4,21.5,2,2,3.0,2.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,100,604,309,113.09,0.0,0.0,33.5,77.59,1
180540u,1,4,10.0,1,1,9.0,1.0,1.0,13.0,1.0,1.0,6.0,1.0,1.0,16,59,37,41.875,0.0,0.0,32.0,3.875,1
18056u,1,4,9.5,5,5,5.0,4.0,4.0,18.8,5.0,4.0,7.0,4.0,4.0,31,403,129,123.225806452,0.0,0.0,33.3,82.925806452,1
180588u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,10,91.5,0.0,0.0,2.0,89.5,0
18058u,0,4,21.0,3,3,5.0,2.0,2.0,16.0,2.0,2.0,12.0,2.0,2.0,45,315,130,66.0666666667,0.0,0.0,42.0,12.0666666667,1
180593u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,449,191,288.346938776,0.0,0.0,0.0,288.346938776,0
180594u,1,4,3.5,2,2,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,65,513,199,187.292307692,0.0,0.0,10.5,174.792307692,1
180595u,1,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,383,2229,1156,281.856396867,0.0,0.0,0.0,281.856396867,1
180618u,0,1,29.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,184,84,177.272727273,0.0,0.0,29.0,148.272727273,0
180626u,1,4,6.0,6,3,7.0,4.0,3.0,11.0,2.0,2.0,9.5,2.0,2.0,10,195,79,279.0,0.0,0.0,24.0,245.5,1
180629u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,3145,642,488.634328358,0.0,0.0,3.0,485.634328358,0
180641u,1,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,371,108,507.111111111,0.0,0.0,20.0,487.111111111,0
180646u,1,4,217.0,4,2,10.5,2.0,1.0,17.0,1.0,1.0,12.0,1.0,1.0,34,516,203,447.294117647,0.0,0.0,244.5,190.794117647,1
180655u,0,4,11.5,2,2,6.0,2.0,2.0,11.0,3.0,2.0,3.0,2.0,2.0,25,353,143,214.56,0.0,0.0,28.5,183.06,1
180659u,0,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,147,49,728.666666667,0.0,0.0,10.0,718.666666667,0
180673u,0,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,936,437,176.355371901,0.0,0.0,9.0,167.355371901,0
180677u,1,4,9.0,1,1,4.0,1.0,1.0,14.0,1.0,1.0,6.0,1.0,1.0,16,144,58,116.9375,0.0,0.0,27.0,83.9375,1
180699u,1,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,117,41,192.428571429,0.0,0.0,17.0,175.428571429,0
180702u,0,4,18.6666666667,3,3,4.66666666667,3.0,3.0,8.5,2.0,2.0,2.0,2.0,2.0,37,351,177,60.0540540541,0.0,0.0,31.8333333334,26.2207207207,1
180734u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,39,13,220.5,0.0,0.0,12.0,208.5,0
180744u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,402,183,55.6101694915,0.0,0.0,4.0,51.6101694915,0
180758u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,985,330,244.571428571,0.0,0.0,6.0,238.571428571,0
180761u,1,4,24.0,1,1,12.0,1.0,1.0,39.6666666667,3.0,1.0,22.0,1.0,1.0,53,652,205,442.264150943,1.0,0.0,75.6666666667,344.597484276,1
180766u,1,1,12.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,187,76,696.307692308,0.0,0.0,12.5,683.807692308,0
180775u,1,1,26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,667,341,130.531791908,0.0,0.0,26.0,104.531791908,0
180778u,1,4,3.5,2,2,1.0,2.0,2.0,4.0,2.0,2.0,1.5,2.0,2.0,13,114,49,54.8461538462,0.0,0.0,8.5,44.8461538462,1
180783u,0,4,10.0,1,1,2.0,1.0,1.0,13.0,1.0,1.0,5.0,1.0,1.0,63,642,233,158.126984127,0.0,0.0,25.0,128.126984127,1
180787u,0,1,6.375,25,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,701,265,193.06557377,0.0,0.0,6.375,186.69057377,0
180790u,1,4,14.0,1,1,5.0,1.0,1.0,8.0,1.0,1.0,14.0,1.0,1.0,33,168,89,138.303030303,0.0,0.0,27.0,97.303030303,1
180792u,0,1,17.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,339,154,61.0588235294,0.0,0.0,17.0,44.0588235294,0
180808u,0,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,1199,578,180.810810811,0.0,0.0,12.0,168.810810811,0
180809u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,259,89,118.565217391,0.0,0.0,7.0,111.565217391,0
180811u,1,1,17.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,416,88,761.3125,0.0,0.0,17.5,743.8125,0
180834u,1,4,33.0,1,1,7.0,1.0,1.0,9.0,1.0,1.0,10.0,1.0,1.0,7,43,22,116.0,0.0,0.0,49.0,57.0,1
180837u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,705,296,337.228070175,0.0,0.0,9.0,328.228070175,0
180849u,0,1,12.75,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,1284,450,181.373913043,0.0,0.0,12.75,168.623913043,0
180854u,1,4,127.0,10,3,9.75,4.0,2.0,10.1666666667,6.0,1.0,9.0,1.0,1.0,51,414,156,271.31372549,2.0,0.0,146.916666667,115.397058823,1
180857u,1,4,14.0,2,2,6.5,2.0,2.0,14.0,2.0,2.0,14.0,2.0,2.0,37,421,135,358.108108108,0.0,0.0,34.5,309.608108108,1
180860u,1,3,11.4545454545,11,4,5.75,4.0,1.0,86.25,4.0,1.0,0.0,0.0,0.0,21,417,124,430.476190476,0.0,0.0,103.454545454,327.021645022,0
180864u,0,1,0.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,331,173,75.2558139535,0.0,0.0,0.5,74.7558139535,0
180865u,1,1,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,489,177,211.724137931,0.0,0.0,4.0,207.724137931,0
180874u,0,4,11.0,3,1,10.3333333333,3.0,1.0,5.5,2.0,1.0,11.0,1.0,1.0,39,382,220,245.512820513,0.0,0.0,26.8333333333,207.67948718,1
180883u,1,1,24.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,247,119,94.1891891892,0.0,0.0,24.0,70.1891891892,0
180885u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,107,42,110.666666667,0.0,0.0,5.0,105.666666667,0
180888u,1,1,14.6666666667,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,1130,460,211.5625,0.0,0.0,14.6666666667,196.895833333,0
180890u,1,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,185,118,58.724137931,0.0,0.0,19.0,39.724137931,0
180910u,0,4,9.0,1,1,23.0,1.0,1.0,19.0,1.0,1.0,7.0,1.0,1.0,46,545,196,235.413043478,0.0,0.0,51.0,177.413043478,1
180913u,1,2,14.0,3,1,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,210,75,212.6875,0.0,0.0,29.0,183.6875,0
180932u,1,1,64.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,773,310,88.6982758621,0.0,0.0,64.0,24.6982758621,0
180938u,1,4,24.3333333333,3,1,9.0,1.0,1.0,9.0,1.0,1.0,10.0,1.0,1.0,79,498,246,130.417721519,0.0,0.0,42.3333333333,78.0843881857,1
18093u,1,4,4.0,4,4,2.5,4.0,4.0,9.0,4.0,4.0,2.0,4.0,4.0,52,304,169,74.5769230769,0.0,0.0,15.5,57.0769230769,1
180941u,1,4,10.5,2,1,4.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,1.0,26,183,78,57.0384615385,0.0,0.0,24.5,27.5384615385,1
180954u,1,4,11.0,1,1,5.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,1.0,22,215,85,107.090909091,0.0,0.0,28.0,67.090909091,1
180983u,0,2,33.0,1,1,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72,916,372,94.5416666667,0.0,0.0,54.0,40.5416666667,0
180986u,1,1,2.33333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,455,121,582.409090909,0.0,0.0,2.33333333333,580.075757576,0
18098u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,642,150,302.081632653,0.0,0.0,2.0,300.081632653,0
180994u,1,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,213,67,141.681818182,0.0,0.0,14.0,127.681818182,0
181006u,1,4,6.55555555556,9,8,2.875,8.0,8.0,7.625,8.0,8.0,8.14285714286,8.0,8.0,78,566,282,129.820512821,0.0,0.0,17.0555555556,104.622100123,1
181041u,0,1,56.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,404,182,365.262295082,0.0,0.0,56.0,309.262295082,0
181050u,1,4,21.7142857143,7,3,12.2,5.0,3.0,22.4,5.0,3.0,11.6666666667,3.0,3.0,236,1387,605,121.004237288,0.0,0.0,56.3142857143,53.023284907,1
181051u,0,3,27.0,1,1,0.0,0.0,0.0,12.0,2.0,1.0,3.0,1.0,1.0,43,360,155,87.9302325581,0.0,0.0,39.0,45.9302325581,0
181069u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,144,40,447.0,0.0,0.0,5.0,442.0,0
18106u,0,4,12.5,2,1,4.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,30,434,154,312.866666667,0.0,0.0,25.5,284.366666667,1
181077u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,133,57,69.0476190476,0.0,0.0,9.0,60.0476190476,0
181092u,1,4,7.0,4,4,2.5,4.0,4.0,45.0,4.0,4.0,7.75,4.0,4.0,23,203,89,80.3043478261,0.0,0.0,54.5,18.0543478261,1
181093u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,110,47,230.454545455,0.0,0.0,6.0,224.454545455,0
181109u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,117,36,100.666666667,0.0,0.0,0.0,100.666666667,0
181120u,1,4,3.28571428571,7,1,7.25,4.0,1.0,6.0,1.0,1.0,7.0,1.0,1.0,54,420,167,116.037037037,0.0,0.0,16.5357142857,92.5013227513,1
181121u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1051,272,285.803921569,0.0,0.0,1.0,284.803921569,0
181131u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,918,280,255.725490196,0.0,0.0,7.0,248.725490196,0
181146u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,359,148,124.272727273,0.0,0.0,3.0,121.272727273,0
181160u,0,2,22.0,4,4,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46,558,188,196.413043478,0.0,0.0,35.0,161.413043478,0
18116u,0,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,987,372,587.710144928,0.0,0.0,14.0,573.710144928,0
181181u,1,1,24.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,65,22,126.0,0.0,0.0,24.0,102.0,0
181190u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,47,18,450.0,0.0,0.0,1.0,449.0,0
181203u,1,4,121.5,2,2,6.5,2.0,2.0,10.0,2.0,2.0,10.0,2.0,2.0,56,458,220,228.892857143,0.0,0.0,138.0,80.892857143,1
181221u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,54,22,740.4,0.0,0.0,8.0,732.4,0
181231u,1,4,10.8571428571,7,4,8.66666666667,6.0,4.0,8.4,5.0,4.0,14.2,5.0,4.0,22,395,149,213.590909091,0.0,0.0,27.9238095238,171.467099567,1
181269u,1,4,10.0,1,1,4.0,1.0,1.0,20.0,1.0,1.0,5.0,1.0,1.0,27,154,83,48.0,0.0,0.0,34.0,9.0,1
181277u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,959,263,133.6,0.0,0.0,0.0,133.6,0
18127u,0,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,468,170,78.7333333333,0.0,0.0,5.0,73.7333333333,0
181284u,0,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,725,403,126.05,0.0,0.0,17.0,109.05,0
181298u,1,4,25.0,1,1,5.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,36,270,122,60.0833333333,0.0,0.0,36.0,19.0833333333,1
181316u,0,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,615,272,78.9454545455,0.0,0.0,13.0,65.9454545455,0
181323u,1,1,43.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,416,150,149.365853659,0.0,0.0,43.0,106.365853659,0
181325u,1,4,5.5,2,2,5.5,2.0,2.0,7.5,2.0,2.0,4.0,2.0,2.0,98,523,283,61.7244897959,0.0,0.0,18.5,39.2244897959,1
181328u,1,1,73.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,177,65,428.3,0.0,0.0,73.0,355.3,0
181331u,0,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,669,329,151.071428571,0.0,0.0,5.0,146.071428571,0
181345u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,312,107,179.12,0.0,0.0,2.0,177.12,0
181350u,1,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,206,106,132.194444444,0.0,0.0,15.0,117.194444444,0
181353u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,371,134,143.756756757,0.0,0.0,13.0,130.756756757,0
181369u,0,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,561,225,201.765625,0.0,0.0,22.0,179.765625,0
181381u,1,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,188,87,114.615384615,0.0,0.0,17.0,97.615384615,0
181388u,1,4,9.0,1,1,4.0,1.0,1.0,13.0,1.0,1.0,8.0,1.0,1.0,39,403,180,273.974358974,0.0,0.0,26.0,239.974358974,1
181392u,1,4,36.0,1,1,9.0,1.0,1.0,8.0,1.0,1.0,11.0,1.0,1.0,45,449,174,154.955555556,0.0,0.0,53.0,90.955555556,1
181404u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,296,150,45.119047619,0.0,0.0,2.0,43.119047619,0
181421u,1,4,19.5,2,2,5.0,2.0,2.0,18.5,2.0,2.0,5.0,2.0,2.0,45,495,171,261.422222222,0.0,0.0,43.0,213.422222222,1
181424u,0,1,55.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,849,352,357.285714286,0.0,0.0,55.0,302.285714286,0
181425u,0,4,30.0,1,1,12.0,1.0,1.0,11.0,1.0,1.0,6.0,1.0,1.0,62,433,217,109.741935484,0.0,0.0,53.0,50.741935484,1
181439u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,218,61,729.75,0.0,0.0,4.0,725.75,0
181442u,0,4,25.0,1,1,5.0,1.0,1.0,30.0,1.0,1.0,4.0,1.0,1.0,41,541,218,282.024390244,0.0,0.0,60.0,218.024390244,1
181455u,0,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,680,263,115.931034483,0.0,0.0,15.0,100.931034483,0
181466u,0,1,14.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,780,278,272.55,0.0,0.0,14.0,258.55,0
181469u,1,1,7.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,207,66,376.785714286,0.0,0.0,7.0,369.785714286,0
181473u,1,2,5.5,4,3,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76,553,231,145.75,0.0,0.0,15.5,130.25,0
18148u,1,1,2.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,148,54,100.388888889,0.0,0.0,2.5,97.888888889,0
181500u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,113,31,543.6,0.0,0.0,2.0,541.6,0
181503u,1,4,9.25,4,1,4.5,2.0,1.0,18.0,1.0,1.0,5.0,1.0,1.0,29,267,126,315.24137931,0.0,0.0,31.75,278.49137931,1
181505u,1,4,11.375,8,6,12.1428571429,7.0,6.0,23.0,6.0,6.0,10.0,6.0,6.0,30,689,184,326.2,0.0,0.0,46.5178571429,269.682142857,1
181515u,1,1,20.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,672,306,145.546391753,0.0,0.0,20.0,125.546391753,0
181518u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,93,36,140.0,0.0,0.0,2.0,138.0,0
181522u,0,2,27.0,1,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,352,155,117.893617021,0.0,0.0,39.0,78.893617021,0
181571u,0,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,153,36,299.0,0.0,0.0,6.0,293.0,0
181589u,0,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,648,293,154.571428571,0.0,0.0,11.0,143.571428571,0
181594u,1,1,14.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,467,155,73.3220338983,0.0,0.0,14.5,58.8220338983,0
181615u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,365,147,218.153846154,0.0,0.0,5.0,213.153846154,0
181616u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,326,145,122.5,0.0,0.0,2.0,120.5,0
181618u,0,4,10.0,2,2,3.0,2.0,2.0,13.5,2.0,2.0,5.5,2.0,2.0,41,431,181,71.5609756098,0.0,0.0,26.5,39.5609756098,1
181625u,1,4,13.0,1,1,9.0,1.0,1.0,15.0,1.0,1.0,5.0,1.0,1.0,30,266,118,174.2,0.0,0.0,37.0,132.2,1
181639u,1,1,33.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24,15,155.666666667,0.0,0.0,33.0,122.666666667,0
181640u,0,4,6.0,2,2,2.5,2.0,2.0,9.5,2.0,2.0,3.0,2.0,2.0,62,851,324,264.177419355,0.0,0.0,18.0,243.177419355,1
181647u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,365,146,65.2727272727,0.0,0.0,2.0,63.2727272727,0
181648u,1,4,8.0,3,3,19.6666666667,3.0,3.0,14.3333333333,3.0,3.0,6.33333333333,3.0,3.0,12,324,90,374.666666667,0.0,0.0,42.0,326.333333334,1
181661u,1,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,338,145,80.679245283,0.0,0.0,11.0,69.679245283,0
181664u,1,2,7.0,2,1,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38,323,127,192.026315789,0.0,0.0,17.0,175.026315789,0
181674u,1,4,57.0,1,1,73.0,1.0,1.0,47.5,2.0,1.0,46.0,1.0,1.0,33,417,137,165.454545455,1.0,0.0,177.5,-58.045454545,1
181677u,0,4,30.5,2,2,65.0,2.0,2.0,31.0,2.0,2.0,5.5,2.0,2.0,18,155,74,136.388888889,0.0,0.0,126.5,4.388888889,1
181696u,1,4,12.0,1,1,12.0,1.0,1.0,13.5,2.0,1.0,7.0,1.0,1.0,3,45,18,208.0,1.0,0.0,37.5,163.5,1
181707u,1,1,15.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,1424,506,420.551724138,0.0,0.0,15.5,405.051724138,0
181708u,1,1,14.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,339,162,156.551020408,0.0,0.0,14.0,142.551020408,0
181711u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,518,224,139.462962963,0.0,0.0,8.0,131.462962963,0
18171u,1,4,18.0,1,1,5.0,1.0,1.0,15.0,1.0,1.0,8.0,1.0,1.0,42,282,145,59.8333333333,0.0,0.0,38.0,13.8333333333,1
181731u,1,2,4.5,2,1,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,443,184,261.121212121,0.0,0.0,32.5,228.621212121,0
181749u,0,2,22.8333333333,6,2,14.4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,257,124,198.90625,0.0,0.0,37.2333333333,161.672916667,0
181756u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,540,179,244.081081081,0.0,0.0,9.0,235.081081081,0
181777u,0,4,19.5,2,2,11.5,2.0,2.0,32.75,4.0,2.0,15.0,2.0,2.0,74,565,271,144.216216216,0.0,0.0,63.75,65.466216216,1
181778u,1,3,11.5,2,1,9.0,1.0,1.0,70.0,1.0,1.0,0.0,0.0,0.0,26,286,96,535.769230769,0.0,0.0,90.5,445.269230769,0
181787u,0,4,10.6666666667,3,2,3.0,3.0,2.0,26.8571428571,7.0,2.0,6.0,2.0,2.0,25,252,129,147.2,0.0,0.0,40.5238095238,100.676190476,1
18178u,1,4,22.0,3,1,7.0,1.0,1.0,14.0,1.0,1.0,7.0,1.0,1.0,1,17,6,232.0,0.0,0.0,43.0,182.0,1
181797u,1,1,27.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,227,92,284.347826087,0.0,0.0,27.0,257.347826087,0
181800u,0,4,5.14285714286,7,5,2.16666666667,6.0,5.0,8.8,5.0,5.0,2.5,5.0,5.0,92,759,310,170.054347826,0.0,0.0,16.1095238095,151.444824016,1
181802u,1,4,7.8,5,3,3.75,4.0,3.0,7.0,4.0,3.0,8.25,4.0,3.0,31,678,161,305.870967742,0.0,0.0,18.55,279.070967742,1
181812u,1,4,8.0,1,1,3.0,1.0,1.0,19.0,1.0,1.0,3.0,1.0,1.0,22,276,127,609.818181818,0.0,0.0,30.0,576.818181818,1
18181u,0,4,16.5,2,2,4.5,2.0,2.0,14.5,2.0,2.0,3.5,2.0,2.0,56,657,234,156.553571429,0.0,0.0,35.5,117.553571429,1
181852u,1,1,38.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,63,29,277.142857143,0.0,0.0,38.0,239.142857143,0
181856u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,541,243,192.405405405,0.0,0.0,3.0,189.405405405,0
18185u,1,1,4.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,285,138,165.361702128,0.0,0.0,4.5,160.861702128,0
18186u,0,1,35.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,697,264,292.841269841,0.0,0.0,35.5,257.341269841,0
181870u,1,4,27.0,1,1,14.0,1.0,1.0,11.0,1.0,1.0,8.0,1.0,1.0,40,528,188,442.025,0.0,0.0,52.0,382.025,1
181871u,1,4,50.5,2,1,9.0,2.0,1.0,72.5,2.0,1.0,18.0,1.0,1.0,18,156,51,195.833333333,0.0,0.0,132.0,45.833333333,1
181937u,0,4,4.36363636364,11,7,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,191,1508,606,177.382198953,0.0,0.0,16.3636363636,159.018562589,1
18194u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,418,151,185.35483871,0.0,0.0,4.0,181.35483871,0
181953u,0,4,6.5,2,1,7.0,2.0,1.0,17.0,3.0,1.0,7.5,2.0,1.0,14,246,92,252.928571429,0.0,0.0,30.5,214.928571429,1
181964u,1,4,17.0,2,1,8.0,2.0,1.0,13.5,2.0,1.0,4.5,2.0,1.0,96,677,316,147.864583333,0.0,0.0,38.5,104.864583333,1
181974u,1,1,5.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,595,247,100.879310345,0.0,0.0,5.0,95.879310345,0
181975u,1,2,7.75,4,2,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30,283,124,249.2,0.0,0.0,14.75,234.45,0
181979u,1,2,7.0,3,2,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,572,257,105.272727273,0.0,0.0,12.0,93.272727273,0
