identificador,ssoo,profundidad,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,avg_tiempo_pag4,vistas_pag4,vistas_unicas_pag4,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,Y
178886u,1,4,81.0,1,1,10.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,48,504,189,191.8125,0.0,0.0,102.0,86.8125,1
1788u,0,1,35.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32,12,186.0,0.0,0.0,35.0,151.0,0
178900u,1,4,16.0,1,1,4.0,1.0,1.0,8.0,1.0,1.0,6.0,1.0,1.0,90,434,227,79.9444444444,0.0,0.0,28.0,45.9444444444,1
178901u,1,4,4.66666666667,3,2,4.33333333333,3.0,2.0,4.5,2.0,2.0,2.5,2.0,2.0,53,705,259,155.075471698,0.0,0.0,13.5,139.075471698,1
178905u,0,4,20.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,13,148,48,169.153846154,0.0,0.0,33.0,136.153846154,1
178908u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,122,51,121.6,0.0,0.0,3.0,118.6,0
178915u,1,4,15.25,4,1,18.0,2.0,1.0,17.0,2.0,1.0,28.0,1.0,1.0,36,197,90,198.083333333,0.0,0.0,50.25,119.833333333,1
178925u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,226,97,122.878787879,0.0,0.0,4.0,118.878787879,0
178926u,0,1,10.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,608,267,133.189873418,0.0,0.0,10.0,123.189873418,0
178929u,0,4,8.0,1,1,2.0,1.0,1.0,20.0,1.0,1.0,5.0,1.0,1.0,55,636,259,210.6,0.0,0.0,30.0,175.6,1
178941u,0,1,4.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,315,161,95.064516129,0.0,0.0,4.0,91.064516129,0
178942u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,271,91,109.838709677,0.0,0.0,1.0,108.838709677,0
178948u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,393,157,102.849056604,0.0,0.0,13.0,89.849056604,0
178966u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,662,344,198.077669903,0.0,0.0,4.0,194.077669903,0
17902u,0,1,22.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,1491,733,128.615740741,0.0,0.0,22.5,106.115740741,0
179033u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,342,122,607.473684211,0.0,0.0,3.0,604.473684211,0
179046u,1,2,82.0,3,1,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,770,355,252.739130435,0.0,0.0,106.0,146.739130435,0
179064u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,464,160,100.976190476,0.0,0.0,1.0,99.976190476,0
179068u,0,4,7.42857142857,7,6,3.0,6.0,5.0,8.33333333333,6.0,5.0,3.33333333333,6.0,5.0,330,4333,1393,618.8,0.0,0.0,18.7619047619,596.704761905,1
179074u,0,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,109,786,376,45.504587156,0.0,0.0,0.0,45.504587156,1
179078u,2,4,4.75,8,6,2.5,4.0,3.0,5.66666666667,3.0,3.0,2.0,3.0,3.0,191,1892,748,248.821989529,0.0,0.0,12.9166666667,233.905322862,1
179107u,0,4,60.0,2,2,10.5,2.0,2.0,28.5,2.0,2.0,12.0,2.0,2.0,43,495,197,210.534883721,0.0,0.0,99.0,99.534883721,1
179113u,1,4,6.0,4,3,5.33333333333,3.0,3.0,9.33333333333,3.0,2.0,3.5,2.0,2.0,16,134,59,54.5625,0.0,0.0,20.6666666667,30.3958333333,1
179129u,1,2,29.3333333333,3,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,7,451.0,0.0,0.0,41.3333333333,409.666666667,0
179132u,1,2,5.0,3,2,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,480,173,229.912280702,0.0,0.0,33.0,196.912280702,0
179133u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,576,173,145.543478261,0.0,0.0,7.0,138.543478261,0
179137u,1,4,6.0,1,1,6.0,1.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,52,587,246,173.423076923,0.0,0.0,24.0,145.423076923,1
179142u,0,2,13.0,1,1,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,472,156,88.9444444444,0.0,0.0,36.0,52.9444444444,0
179164u,0,4,9.33333333333,3,2,2.0,1.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,63,1041,340,219.349206349,0.0,0.0,23.3333333333,192.015873016,1
179167u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,479,154,284.464285714,0.0,0.0,2.0,282.464285714,0
179169u,1,1,30.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,2183,644,204.136363636,0.0,0.0,30.0,174.136363636,0
179182u,0,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,136,63,92.1111111111,0.0,0.0,18.0,74.1111111111,0
179205u,0,1,28.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,119,41,623.8,0.0,0.0,28.0,595.8,0
179208u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,493,184,469.833333333,0.0,0.0,6.0,463.833333333,0
179212u,1,1,207.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,258,103,187.470588235,0.0,0.0,207.0,-19.529411765,0
179217u,1,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,902,379,299.671428571,0.0,0.0,15.0,284.671428571,0
179218u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,329,138,182.268292683,0.0,0.0,4.0,178.268292683,0
179219u,0,1,13.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,570,256,120.068965517,0.0,0.0,13.0,107.068965517,0
179241u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,1502,678,278.426540284,0.0,0.0,4.0,274.426540284,0
179263u,1,2,8.2,5,2,25.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26,320,94,232.0,0.0,0.0,33.7,198.3,0
179275u,0,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,278,145,100.425531915,0.0,0.0,14.0,86.425531915,0
179286u,1,4,17.1666666667,6,3,5.75,4.0,3.0,7.75,4.0,3.0,11.6666666667,3.0,3.0,121,1208,439,256.016528926,0.0,0.0,30.6666666667,213.683195593,1
179301u,1,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,400,105,297.75,0.0,0.0,11.0,286.75,0
179323u,1,4,9.25,4,4,8.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,51,450,196,201.196078431,0.0,0.0,25.25,168.946078431,1
179325u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,277,90,227.866666667,0.0,0.0,8.0,219.866666667,0
179333u,1,1,2.5,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,511,172,168.023255814,0.0,0.0,2.5,165.523255814,0
179350u,0,1,9.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,749,330,138.894736842,0.0,0.0,9.0,129.894736842,0
179353u,1,2,7.0,2,1,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,466,226,164.485294118,0.0,0.0,22.0,142.485294118,0
179359u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,147,56,214.25,0.0,0.0,3.0,211.25,0
179376u,0,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,362,108,506.434782609,0.0,0.0,5.0,501.434782609,0
179378u,0,4,19.6,5,3,4.75,4.0,3.0,13.8,5.0,3.0,3.0,3.0,3.0,19,333,130,163.736842105,0.0,0.0,38.15,122.586842105,1
17937u,0,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,559,242,126.983333333,0.0,0.0,7.0,119.983333333,0
179388u,1,1,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,327,141,136.404255319,0.0,0.0,4.0,132.404255319,0
179397u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,190,88,240.045454545,0.0,0.0,9.0,231.045454545,0
179405u,1,4,11.1428571429,7,3,6.5,4.0,2.0,34.5,4.0,2.0,11.0,1.0,1.0,40,490,156,258.45,0.0,0.0,52.1428571429,195.307142857,1
179454u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,147,48,222.625,0.0,0.0,10.0,212.625,0
179463u,1,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,235,79,209.611111111,0.0,0.0,15.0,194.611111111,0
179471u,1,4,3.5,6,2,10.75,4.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,94,911,334,69.7127659574,0.0,0.0,20.25,44.4627659574,1
179472u,1,4,2.85714285714,7,2,2.2,5.0,2.0,10.0,2.0,2.0,4.0,2.0,2.0,34,347,138,175.294117647,0.0,0.0,15.0571428571,156.23697479,1
179512u,0,4,5.83333333333,6,4,2.25,4.0,4.0,8.25,4.0,4.0,2.25,4.0,4.0,170,1535,763,137.517647059,0.0,0.0,16.3333333333,118.934313726,1
179518u,1,4,12.0,2,1,1.0,1.0,1.0,34.0,1.0,1.0,4.0,1.0,1.0,106,921,350,166.924528302,0.0,0.0,47.0,115.924528302,1
17951u,0,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,232,103,111.318181818,0.0,0.0,17.0,94.318181818,0
179520u,0,1,34.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,284,137,78.7222222222,0.0,0.0,34.0,44.7222222222,0
179527u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,212,62,628.777777778,0.0,0.0,3.0,625.777777778,0
179548u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,415,136,133.6875,0.0,0.0,2.0,131.6875,0
179552u,0,4,14.0,1,1,6.0,1.0,1.0,12.0,1.0,1.0,6.0,1.0,1.0,32,229,103,124.0625,0.0,0.0,32.0,86.0625,1
179559u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,94,60,192.3,0.0,0.0,13.0,179.3,0
179579u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,117,52,284.636363636,0.0,0.0,1.0,283.636363636,0
179587u,0,2,4.8,5,2,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,115,958,404,109.495652174,0.0,0.0,12.8,96.695652174,0
179599u,1,4,10.0,1,1,5.0,1.0,1.0,14.0,1.0,1.0,22.0,1.0,1.0,18,88,52,67.0,0.0,0.0,29.0,16.0,1
179607u,0,4,7.33333333333,3,1,10.5,2.0,1.0,12.5,2.0,1.0,5.0,1.0,1.0,85,772,287,150.929411765,0.0,0.0,30.3333333333,115.596078432,1
179642u,0,4,12.0,3,3,9.0,2.0,2.0,16.0,2.0,2.0,5.5,2.0,2.0,78,1032,346,145.307692308,0.0,0.0,37.0,102.807692308,1
17964u,1,4,49.0,1,1,9.0,1.0,1.0,14.0,1.0,1.0,11.0,1.0,1.0,46,344,153,66.5434782609,0.0,0.0,72.0,-16.4565217391,1
179652u,1,3,8.0,3,1,8.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,33,219,99,198.060606061,0.0,0.0,25.0,173.060606061,0
179660u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,243,81,50.5263157895,0.0,0.0,8.0,42.5263157895,0
179662u,1,4,8.0,1,1,6.0,1.0,1.0,8.0,1.0,1.0,4.0,1.0,1.0,17,144,68,106.764705882,0.0,0.0,22.0,80.764705882,1
179681u,0,4,7.0,3,3,2.0,3.0,3.0,9.33333333333,3.0,3.0,3.66666666667,3.0,3.0,81,535,239,112.641975309,0.0,0.0,18.3333333333,90.641975309,1
179684u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,155,48,120.416666667,0.0,0.0,9.0,111.416666667,0
179707u,1,4,10.1818181818,11,4,14.375,8.0,3.0,12.8333333333,6.0,3.0,7.66666666667,3.0,3.0,134,1288,499,180.97761194,0.0,0.0,37.3901515151,135.920793758,1
179718u,1,4,12.25,4,1,8.66666666667,3.0,1.0,10.0,1.0,1.0,7.0,1.0,1.0,56,384,155,112.517857143,0.0,0.0,30.9166666667,74.6011904763,1
179722u,1,2,9.0,2,1,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,342,165,48.4166666667,0.0,0.0,19.0,29.4166666667,0
179724u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,312,137,48.2826086957,0.0,0.0,10.0,38.2826086957,0
179728u,1,4,32.6666666667,3,2,7.5,2.0,2.0,26.0,1.0,1.0,20.0,1.0,1.0,45,304,158,205.333333333,0.0,0.0,66.1666666667,119.166666666,1
179740u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,1134,515,119.398601399,0.0,0.0,3.0,116.398601399,0
179747u,1,4,35.0,2,2,6.0,1.0,1.0,18.0,1.0,1.0,7.0,1.0,1.0,39,699,242,357.769230769,0.0,0.0,59.0,291.769230769,1
179748u,0,2,8.0,3,1,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,588,215,208.169014085,0.0,0.0,19.0,189.169014085,0
179757u,0,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,112,51,521.75,0.0,0.0,14.0,507.75,0
17976u,1,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,482,251,76.8735632184,0.0,0.0,15.0,61.8735632184,0
179772u,0,4,14.0,1,1,5.0,1.0,1.0,14.0,1.0,1.0,5.0,1.0,1.0,82,526,261,56.0243902439,0.0,0.0,33.0,18.0243902439,1
179778u,0,1,19.5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,330,129,324.074074074,0.0,0.0,19.5,304.574074074,0
179821u,1,1,9.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,266,126,163.875,0.0,0.0,9.0,154.875,0
179823u,1,1,6.66666666667,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,763,368,144.310344828,0.0,0.0,6.66666666667,137.643678161,0
179827u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,153,61,72.0,0.0,0.0,4.0,68.0,0
179833u,1,3,18.0,2,1,12.0,1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,9,68,32,195.888888889,0.0,0.0,43.0,152.888888889,0
17983u,1,2,26.0,6,5,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,783,340,318.547169811,0.0,0.0,44.0,274.547169811,0
179840u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,491,200,224.366666667,0.0,0.0,3.0,221.366666667,0
179846u,1,4,7.0,1,1,5.0,1.0,1.0,13.0,1.0,1.0,4.0,1.0,1.0,27,309,145,100.185185185,0.0,0.0,25.0,71.185185185,1
179870u,1,4,13.0,1,1,5.0,1.0,1.0,29.0,1.0,1.0,4.0,1.0,1.0,32,299,125,102.46875,0.0,0.0,47.0,51.46875,1
179875u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,512,185,164.902439024,0.0,0.0,4.0,160.902439024,0
179888u,0,4,15.625,8,5,5.71428571429,7.0,5.0,13.6,5.0,5.0,3.2,5.0,5.0,59,881,297,271.898305085,0.0,0.0,34.9392857143,233.759019371,1
179895u,1,4,23.2,5,5,9.5,2.0,2.0,31.5,2.0,2.0,23.5,2.0,2.0,67,469,205,110.850746269,0.0,0.0,64.2,23.150746269,1
179906u,1,2,9.75,4,1,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,161,67,179.0,0.0,0.0,23.75,155.25,0
179923u,1,4,5.25,4,2,4.66666666667,3.0,2.0,5.5,2.0,2.0,3.5,2.0,2.0,90,838,398,83.5444444444,0.0,0.0,15.4166666667,64.6277777777,1
179926u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,107,29,1202.0,0.0,0.0,3.0,1199.0,0
179928u,0,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,151,54,433.0,0.0,0.0,19.0,414.0,0
179939u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,580,276,57.2824427481,0.0,0.0,9.0,48.2824427481,0
179955u,1,4,6.0,5,3,4.5,2.0,2.0,5.5,2.0,2.0,7.0,1.0,1.0,17,204,74,122.647058824,0.0,0.0,16.0,99.647058824,1
179974u,1,1,41.25,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,233,95,744.1,0.0,0.0,41.25,702.85,0
179976u,0,4,49.0,3,2,4.5,2.0,2.0,13.5,2.0,2.0,4.0,2.0,2.0,83,707,318,253.156626506,0.0,0.0,67.0,182.156626506,1
180000u,0,4,37.0,1,1,7.0,1.0,1.0,17.0,1.0,1.0,9.0,1.0,1.0,51,280,151,84.7843137255,0.0,0.0,61.0,14.7843137255,1
180004u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,149,58,505.083333333,0.0,0.0,12.0,493.083333333,0
180011u,0,4,30.0,1,1,7.0,1.0,1.0,71.0,1.0,1.0,10.0,1.0,1.0,45,450,177,179.377777778,0.0,0.0,108.0,61.377777778,1
180013u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,107,41,132.833333333,0.0,0.0,3.0,129.833333333,0
180033u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,947,389,302.175,0.0,0.0,6.0,296.175,0
180045u,1,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,239,84,225.733333333,0.0,0.0,20.0,205.733333333,0
180056u,0,4,22.8333333333,6,5,6.25,4.0,4.0,17.0,4.0,4.0,5.5,4.0,4.0,88,879,328,200.238636364,0.0,0.0,46.0833333333,148.655303031,1
18006u,1,2,2.66666666667,3,2,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120,1917,721,448.583333333,0.0,0.0,11.6666666667,436.916666666,0
180092u,1,4,11.3333333333,3,2,4.0,2.0,2.0,15.5,2.0,2.0,7.0,2.0,2.0,32,918,271,461.65625,0.0,0.0,30.8333333333,423.822916667,1
180122u,1,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,1338,467,223.953271028,0.0,0.0,23.0,200.953271028,0
180123u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,163,67,356.833333333,0.0,0.0,6.0,350.833333333,0
180125u,1,1,17.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,303,98,148.222222222,0.0,0.0,17.5,130.722222222,0
180127u,1,4,17.0,1,1,4.0,1.0,1.0,31.0,1.0,1.0,7.0,1.0,1.0,51,378,183,207.078431373,0.0,0.0,52.0,148.078431373,1
18012u,0,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,1136,350,145.174418605,0.0,0.0,6.0,139.174418605,0
180136u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,277,66,309.416666667,0.0,0.0,5.0,304.416666667,0
18013u,1,4,20.5,4,4,9.33333333333,3.0,3.0,15.0,3.0,3.0,8.33333333333,3.0,3.0,6,152,60,412.0,0.0,0.0,44.8333333333,358.833333333,1
180142u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,754,257,251.901960784,0.0,0.0,0.0,251.901960784,0
180147u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,610,290,98.5652173913,0.0,0.0,4.0,94.5652173913,0
180159u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,497,205,357.071428571,0.0,0.0,6.0,351.071428571,0
180173u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,458,203,102.168831169,0.0,0.0,4.0,98.168831169,0
180187u,1,2,9.54545454545,11,3,8.6,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39,584,212,388.384615385,0.0,0.0,18.1454545455,370.23916084,0
180190u,0,4,36.0,1,1,22.0,1.0,1.0,14.0,1.0,1.0,5.0,1.0,1.0,79,945,366,222.253164557,0.0,0.0,72.0,145.253164557,1
180213u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,207,104,304.615384615,0.0,0.0,8.0,296.615384615,0
180219u,1,4,16.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,27,161,89,96.3333333333,0.0,0.0,29.0,58.3333333333,1
180237u,1,4,16.6666666667,3,2,4.0,2.0,2.0,16.0,4.0,2.0,7.0,1.0,1.0,38,312,132,176.157894737,2.0,0.0,36.6666666667,132.49122807,1
180238u,1,2,7.5,2,1,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23,228,71,204.043478261,0.0,0.0,52.5,151.543478261,0
180245u,0,4,8.0,1,1,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,72,672,307,78.1666666667,0.0,0.0,18.0,58.1666666667,1
18025u,1,1,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,1195,418,267.707317073,0.0,0.0,1.5,266.207317073,0
180282u,1,4,33.0,1,1,7.0,1.0,1.0,27.0,1.0,1.0,9.0,1.0,1.0,71,552,220,85.9718309859,0.0,0.0,67.0,9.9718309859,1
180285u,1,1,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,1028,339,220.083333333,0.0,0.0,50.0,170.083333333,0
180298u,0,4,9.0,1,1,1.0,1.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,35,329,145,138.028571429,0.0,0.0,21.0,113.028571429,1
18032u,1,4,8.14285714286,7,3,6.25,4.0,2.0,15.0,3.0,1.0,7.0,1.0,1.0,96,1198,374,206.114583333,1.0,0.0,29.3928571429,169.72172619,1
180333u,1,4,8.0,1,1,4.0,1.0,1.0,37.0,1.0,1.0,7.0,1.0,1.0,9,201,69,624.333333333,0.0,0.0,49.0,568.333333333,1
180335u,1,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,1950,568,243.13986014,0.0,0.0,25.0,218.13986014,0
180337u,1,4,3.33333333333,3,2,5.0,1.0,1.0,13.0,1.0,1.0,4.0,1.0,1.0,25,164,82,76.08,0.0,0.0,21.3333333333,50.7466666667,1
180344u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,226,80,554.666666667,0.0,0.0,2.0,552.666666667,0
180356u,0,1,15.2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,1493,705,107.260869565,0.0,0.0,15.2,92.060869565,0
180361u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,351,157,135.742857143,0.0,0.0,2.0,133.742857143,0
180372u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,869,344,80.6666666667,0.0,0.0,3.0,77.6666666667,0
18037u,0,4,99.5,2,2,5.5,2.0,2.0,12.6666666667,3.0,2.0,4.0,1.0,1.0,185,1462,599,201.297297297,0.0,0.0,117.666666667,79.6306306303,1
180382u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,362,160,62.3103448276,0.0,0.0,6.0,56.3103448276,0
18040u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,149,60,79.5833333333,0.0,0.0,5.0,74.5833333333,0
180419u,0,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,1271,527,189.914728682,0.0,0.0,7.0,182.914728682,0
180422u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,305,90,347.125,0.0,0.0,3.0,344.125,0
180424u,1,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,59,31,109.833333333,0.0,0.0,25.0,84.833333333,0
180431u,0,4,23.0,1,1,9.0,1.0,1.0,27.0,1.0,1.0,7.0,1.0,1.0,160,1487,603,194.73125,0.0,0.0,59.0,128.73125,1
180432u,0,1,3.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,805,273,437.176470588,0.0,0.0,3.5,433.676470588,0
180444u,0,3,6.66666666667,3,2,2.5,2.0,1.0,7.625,8.0,1.0,0.0,0.0,0.0,24,372,136,187.666666667,0.0,0.0,16.7916666667,170.875,0
180470u,1,1,5.33333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,549,177,179.216216216,0.0,0.0,5.33333333333,173.882882883,0
180474u,1,4,7.0,2,2,3.5,2.0,2.0,7.0,2.0,2.0,7.0,2.0,2.0,63,412,192,163.079365079,0.0,0.0,17.5,138.579365079,1
180478u,0,4,15.0,1,1,2.0,1.0,1.0,13.0,1.0,1.0,2.0,1.0,1.0,12,144,52,195.416666667,0.0,0.0,30.0,163.416666667,1
180486u,1,4,6.44444444444,18,15,12.0,1.0,1.0,28.0,1.0,1.0,17.0,1.0,1.0,30,492,185,299.833333333,0.0,0.0,46.4444444444,236.388888889,1
